id,sci_text
924,"throughput scaling of convolution for error-tolerant multimedia applications. convolution and cross-correlation are the basis of filtering and pattern or template matching in multimedia signal processing. we propose two throughput scaling options for any one-dimensional convolution kernel in programmable processors by adjusting the imprecision (distortion) of computation. our approach is based on scalar quantization, followed by two forms of tight packing in floating-point (one of which is proposed in this paper) that allow for concurrent calculation of multiple results. we illustrate how our approach can operate as an optional pre- and post-processing layer for off-the-shelf optimized convolution routines. this is useful for multimedia applications that are tolerant to processing imprecision and for cases where the input signals are inherently noisy (error tolerant multimedia applications). indicative experimental results with a digital music matching system and an mpeg-7 audio descriptor system demonstrate that the proposed approach offers up to 175% increase in processing throughput against optimized (full-precision) convolution with virtually no effect in the accuracy of the results. based on marginal statistics of the input data, it is also shown how the throughput and distortion can be adjusted per input block of samples under constraints on the signal-to-noise ratio against the full-precision convolution. 
"
925,"linear analysis of the richtmyer-meshkov instability in shock-flame interactions. shock-flame interactions enhance supersonic mixing and detonation formation. therefore, their analysis is important to explosion safety, internal combustion engine performance, and supersonic combustor design. the fundamental process at the basis of the interaction is the richtmyer-meshkov instability supported by the density difference between burnt and fresh mixtures. in the present study we analyze the effect of reactivity on the richtmyer-meshkov instability with particular emphasis on combustion lengths that typify the scaling between perturbation growth and induction. the results of the present linear analysis study show that reactivity changes the perturbation growth rate by developing a pressure gradient at the flame surface. the baroclinic torque based on the density gradient across the flame acts to slow down the instability growth of high wave-number perturbations. a gasdynamic flame representation leads to the definition of a peclet number representing the scaling between perturbation and thermal diffusion lengths within the flame. peclet number effects on perturbation growth are observed to be marginal. the gasdynamic model also considers a finite flame mach number that supports a separation between flame and contact discontinuity. such a separation destabilizes the interface growth by augmenting the tangential shear. (c) 2012 american institute of physics. [http://dx.doi.org/10.1063/1.4719153] 
"
927,"special weak properties of generalized power series rings. let r be a ring and nil(r) the set of all nilpotent elements of r. for a subset x of a ring r, we define n-r(x) = {a is an element of r vertical bar xa is an element of nil(r) for all x is an element of x}, which is called a weak annihilator of x in r. a ring r is called weak zip provided that for any subset x of r, if n-r(x) subset of nil(r), then there exists a finite subset y subset of x such that n-r(y) subset of nil(r), and a ring r is called weak symmetric if abc is an element of nil(r) double right arrow acb is an element of nil(r) for all a, b, c is an element of r. it is shown that a generalized power series ring [[r-s,r-&lt;=]] is weak zip (resp. weak symmetric) if and only if r is weak zip (resp. weak symmetric) under some additional conditions. also we describe all weak associated primes of the generalized power series ring [[r-s,r-&lt;=]] in terms of all weak associated primes of r in a very straightforward way. 
"
928,"improving the charmm force field for polyunsaturated fatty acid chains. charmm36 (c36) is the most up-to-date pairwise additive all-atom lipid force field and is able to accurately represent bilayer properties of saturated and monounsaturated lipid molecules in the natural constant particle, pressure, and temperature (npt) ensemble. however, molecular dynamics (md) simulations on 1-stearoy1-2-docosahexaenoyl-sn-glycerco-3-phosphocholine (sdpc) bilayers of the polyunsaturated fatty acid (pupa) chains result in inaccuracies of the surface area per lipid (sa), deuterium order parameters (s-cd), and x-ray form factors. therefore, in this study, high-level quantum mechanical calculations are used to improve the dihedral potential of neighboring double bonds, and the corresponding force field is referred to as c36p. the sa for sdpc at 303 k increases from 63.2 +/- 0.2 (c36) to 70.8 +/- 0.2 (c36p) angstrom(2) and agrees favorably with x-ray diffraction results at 297 k. the resulting s-cd are in excellent agreement with experimental values of both the sn-1 and sn-2 chains. calculated nmr c-13 relaxation times and x-ray form factors from md simulations of sdpc bilayers also agree with experiments. md simulations of 1,2-diarachidonyl-phosphatidylcholine (dapc) bilayers are used to further validate our force field parameters on a lipid with both chains containing pufas. as expected, the thickness of dapc bilayers is reduced, and the sa is increased compared to the sdpc bilayers. this update in the pupa force field should allow for accurate md simulations of pufa-containing bilayers in the npt ensemble. 
"
930,"the administration of gefitinib in patients with advanced non-small-cell lung cancer after the failure of erlotinib. recent studies have demonstrated that erlotinib therapy may be considered an option for patients with advanced non-small-cell lung cancer who experienced disease progression after treatment with gefitinib, particularly in patients in whom the disease had been stabilized for a long time prior to gefitinib therapy. the aim of this study was to evaluate the disease control rate and toxicity of gefitinib in patients whose disease progressed after erlotinib therapy. 
 from may 2005 to august 2006, 15 patients received a 250 mg/day dosage of gefitinib after having disease progression while taking erlotinib at a dose of 150 mg/day. 
 among patients who received erlotinib, 1 (7%) achieved a partial response (pr), and 5 (33%) achieved stable disease (sd). among patients who received gefitinib, none achieved a pr, and 6 achieved sd (40%). five out of 6 patients who achieved pr/sd with erlotinib also achieved sd with gefitinib; 8 out of 9 patients who achieved a progressive disease (pd) with erlotinib also achieved a pd with gefitinib. the median time to progression (ttp) and overall survival (os) were 2.3 and 3.5 months, respectively. the ttp and os in sd patients were 3.7 and 7.4 months, respectively. the most common toxicities of gefitinib were dry skin (grade 1-2) in 27% of patients and acneiform rashes and rashes/desquamation in 20% of patients. diarrhea (grade 1-2) occurred in 7% of patients. 
 our data suggest that patients who achieved pr/sd with erlotinib also benefit from taking gefitinib. conversely, gefitinib is not recommended in patients whose disease progressed after taking erlotinib. 
"
931,"an easy method for cutting and fluorescent staining of thin roots. cutting plant material is essential for observing internal structures and may be difficult for various reasons. most fixation agents such as aldehydes, as well as embedding resins, do not allow subsequent use of fluorescent staining and make material too soft to make good-quality hand-sections. moreover, cutting thin roots can be very difficult and time consuming. a new, fast and effective method to provide good-quality sections and fluorescent staining of fresh or fixed root samples, including those of very thin roots (such as arabidopsis or noccaea), is described here. 
 to overcome the above-mentioned difficulties the following procedure is proposed: fixation in methanol (when fresh material cannot be used) followed by en bloc staining with toluidine blue, embedding in 6 agarose, preparation of free-hand sections of embedded material, staining with fluorescent dye, and observation in a microscope under uv light. 
 despite eventual slight deformation of primary cell walls (depending on the species and root developmental stage), this method allows effective observation of different structures such as ontogenetic changes of cells along the root axis, e.g. development of xylem elements, deposition of casparian bands and suberin lamellae in endodermis or exodermis or peri-endodermal thickenings in noccaea roots. 
 this method provides good-quality sections and allows relatively rapid detection of cell-wall modifications. also important is the possibility of using this method for free-hand cutting of extremely thin roots such as those of arabidopsis. 
"
932,"rainfall variability and vegetation dynamics of the lower limpopo valley, southern africa, 500 ad to present. the long-term responses of vegetation to climate variability are of relevance for predicting present and future vegetation change, and have implications for the management of savanna and riparian ecosystems. this paper explores the links between regional rainfall, hydrology and vegetation dynamics in the savannas and riverine forests of the lower limpopo valley, southern africa, from 800 ad to the present, reviewing palaeoecological data (fossil pollen, spores, diatoms and lithology) from several hydrological systems in kruger national park (knp), south africa and limpopo national park (pnl), mozambique. the pnl-knp records show that riverine arboreal taxa expanded during wetter periods, including 800-1400 ad and after 1800 ad. between 1400 and 1800 ad, grasses, savanna taxa and generalist taxa were favored over riparian taxa, a change that is linked with the onset of dry spells in the region (corresponding to the so-called little ice age). the most extreme drought events around 1700 ad resulted in a marked decline of riparian forest taxa near lake mapimbi, knp. in contrast, many water-scarce sequences away from the riverine environment, such as radio pan, mafayeni pan, malahlapanga pan and lake makwadzi show stable grassland vegetation throughout the last 1200 years. the results demonstrate the resilience of the grassland-savanna ecosystems to projected climate change with warmer and overall drier climate. the riverine forests are predicted to be more vulnerable especially as more extreme weather events are projected. (c) 2012 elsevier b.v. all rights reserved. 
"
934,"optimization of the uvp plus pd rheometric method for flow behavior monitoring of industrial fluid suspensions. ultrasonic velocity profiling (uvp) is a powerful technique for velocity profile measurements in research and engineering applications as it is the only available method that is cost-effective, relatively easy to implement and applicable to opaque fluid suspensions, which are frequently found in industry. uvp can also be combined with pressure drop (pd) measurements in order to obtain rheological parameters of non-newtonian fluids by fitting theoretical rheological models to a single velocity profile measurement. the flow properties of complex fluids are almost exclusively obtained today using commercially available instruments, such as conventional rotational rheometers or tube (capillary) viscometers. since these methods are time-consuming and unsuitable for real-time process monitoring, the uvp+pd methodology becomes a very attractive alternative for in-line flow behavior monitoring as well as quality control in industrial applications. however, the accuracy of the uvp+pd methodology is highly dependent on the shape and magnitude of the measured velocity profiles and there are still a few problems remaining with current instrumentation and methods in order to achieve the robustness and accuracy required in industrial applications. the main objective of this research work was to optimize an uvp+pd system by implementing new transducer technology and signal processing techniques for more accurate velocity profile measurements as well as rheological characterization of complex fluids under industrial/realistic conditions. the new methodology was evaluated in two different pipe diameters (22.5 and 52.8 mm) and tested with three different non-newtonian fluids in order to obtain a wide range of rheological parameters. results were also compared to conventional rotational rheometry and tube viscometry. it was found that rheological parameters obtained from accurate velocity data across the pipe radius, especially close to pipe walls where the velocity gradient is high, showed better agreement to conventional rheometry than when compared to results obtained using profiles measured with conventional uvp instrumentation and commercial software (met-flow sa version 3.0). the uvp+pd method is now more robust and accurate. the main challenge remaining is to successfully implement a complete non-invasive system in industrial processes that is able to achieve real-time and accurate complex flow monitoring of non-newtonian fluid suspensions. 
"
935,"investigation of the interaction between the mir-503 and cd40 genes in irradiated u937 cells. background: micrornas (mirnas) are a group of small noncoding rnas that take part in diverse biological processes by suppressing target gene expression. relatively few mirnas have been studied in detail, especially mir-503, and hence the biological relevance of majority remains to be uncovered. whether altered expression of mirna-503 affects the immunity response to radiotherapy has yet to be addressed. 
 results: in the present study, we applied ionizing radiation with a dose of either 0.1 gy or 5 gy to irradiate u937 cells to confirm cd40 as a mir-503 target, which was identified using a bioimformatics tool. in high dose (5 gy) ionizing-irradiated u937 cells, expression of mir-503 was up regulated while the expression of cd40 gene was down regulated. using the transfection of the mir-503 gene into u937 cells and luciferase assay, we confirmed that mir-503 suppressed the expression of cd40, and was a negtive regulator of cd40. 
 conclusions: to our knowledge, we are the first to describe involvement of mir-503 in radiobiological effect at a molecular level. this initial finding suggested the evidence that ionizing radiation could alter the expression of mir-503 and its target gene cd40, and may be very important to shed light on a possible mechanism regarding regulation of immune responses to irradiation. 
"
936,"controlled fabrication of flower-like zno-fe2o3 nanostructured films with excellent lithium storage properties through a partly sacrificed template method. in this study, we report controlled fabrication of flower-like zno-fe2o3 nanostructured films on copper foils and their excellent lithium storage properties. the films were fabricated through a method called partly sacrificed template'', which involved immersing zno nanorod arrays in 0.1 m aqueous solution of ferrous sulfate and subsequent calcinations at 350 degrees c. the zno template was partly dissolved by the acid produced from the hydrolysis of feso4 precursor and then initiated the construction of the flower-like architecture. the resulting zno-fe2o3 nanostructured films not only showed a great different architecture from that of the original template, but also exhibited a high reversible capacity of 776 mah g(-1) (up to 50 cycles), excellent cycling performance and outstanding rate capability as anodes for lithium ion batteries. the mechanism responsible for the excellent electrochemical performance arises from the good electronic conduction, physical buffering effect, and high porosity of the flower-like architecture. the finding of this study presents an alternative approach for constructing nanostructures on metal substrates that might be applied for energy-storage devices and sensors. 
"
938,"evaluation of computer assisted digital microscopes for evaluation of blood films. currently, automated microscopes are increasingly entering clinical and private labs, making necessary a critical review of their performance. within two trials, the two most advanced systems were compared with a hematology analyzer, a manual whole blood differential and an immunophenotypic approach. the diverse handling of nuclear shadows leads to the largest differences, followed by different classification schemes for lymphocytes and judgement of red cells and platelets. the implementation of these instruments into hematological step-by-step diagnostic schemes will be discussed. because of poor low count statistics, an automated hematology analyzer differential and an immunological differential were included for comparison. 
"
939,"alpine ice patches and shuhtagot'ine land use in the mackenzie and selwyn mountains, northwest territories, canada. the nwt ice patch study was developed in partnership with the shuhtagot'ine residents of tulita, northwest territories, canada. this paper explores how shuhtagot'ine traditional knowledge, collected through the direct participation of elders in our archaeological fieldwork, science camps with elders and youth, elder interviews, and traditional land-use mapping, is informing our interpretation of archaeological data collected at alpine ice patches in the selwyn mountains. while knowledge of bow-and-arrow and snare technologies persists in shuhtagot'ine culture, shuhtagot'ine oral history does not contain detailed knowledge of throwing dart technology. using data collected in our traditional land-use mapping project, we consider the role of ice patches in the broader context of shuhtagot'ine land use. we propose that resource harvesting on high alpine plateaus and adjacent ice patches in the summer was more important in late precontact times than it was after contact. shuhtagot'ine land-use practices involve long-distance travel in all seasons. safe travel in the alpine landscape requires detailed knowledge of environmental conditions, such as snow and ice conditions, and respectful engagement with the spiritual entities inhabiting the landscape. 
"
940,"quantitative estimates for the long-time behavior of an ergodic variant of the telegraph process. motivated by stability questions on piecewise-deterministic markov models of bacterial chemotaxis, we study the long-time behavior of a variant of the classic telegraph process having a nonconstant jump rate that induces a drift towards the origin. we compute its invariant law and show exponential ergodicity, obtaining a quantitative control of the total variation distance to equilibrium at each instant of time. these results rely on an exact description of the excursions of the process away from the origin and on the explicit construction of an original coalescent coupling for both the velocity and position. sharpness of the obtained convergence rate is discussed. 
"
941,"fea modelling of stress distributions in concrete test specimens compressed through rubber sheets. a finite element (fe) study of the behaviour of concrete blocks compressed against rubber sheets was conducted. the results were compared to experimental tests of the same assembly reported in literature. it was found that tensile stresses developed within the concrete due to non-uniform compression of the rubber and were likely to have been the cause of failure of the concrete except where the rubber sheet was very thin or absent. the effect disappeared if contact between the rubber and concrete was frictionless. 
"
942,"multi-residue detection of pesticides in juice and fruit wine: a review of extraction and detection methods. the extensive use of pesticides in modern farming on fruit and vegetables has posed risks to public health and environment. in this study, the methods for extraction and detection of pesticides in juice and fruit wine were reviewed. sample preparation is an important step in the analytical method, and the advantages of various new extraction techniques over the classical solvent extraction have been highlighted. current methods involve the use of one or the combination of some of the following techniques for both the sample extraction and clean-up steps: liquid-liquid extraction, solid-phase extraction, solid-phase microextraction, stir bar sorptive extraction, matrix solid-phase dispersion and single-drop microextraction. determination of low-level pesticide residues in juice and wine has been performed mainly by chromatographic methods employing selective detectors or, in an increasing proportion, coupled to mass spectrometry for the quantification and simultaneous identification of residues. (c) 2011 elsevier ltd. all rights reserved. 
"
943,"targeted genomic sequencing identifies prrt2 mutations as a cause of paroxysmal kinesigenic choreoathetosis. background paroxysmal kinesigenic choreoathetosis (pkc) is characterised by recurrent and brief attacks of involuntary movement, inherited as an autosomal dominant trait with incomplete penetrance. a pkc locus has been previously mapped to the pericentromeric region of chromosome 16 (16p11.2-q12.1), but the causative gene remains unidentified. 
 methods/results deep sequencing of this 30 mb region enriched with array capture in five affected individuals from four chinese pkc families detected two heterozygous prrt2 insertions (c.369dupg and c.649dupc), producing frameshifts and premature stop codons (p.s124vfsx10 and p.r217pfsx8, respectively) in two different families. sanger sequencing confirmed these two mutations and revealed a missense prrt2 mutation (c.859g -&gt; a, p.a287t) in one of the two remaining families. this study also sequenced prrt2 in 29 sporadic cases affected with pkc and identified mutations in 10 cases, including six with the c.649dupc mutation. most variants were truncating mutations, consistent with loss-of-function and haploinsufficiency. 
 conclusion the present study identifies prrt2 as the gene mutated in a subset of pkc, and suggests that pkc is genetically heterogeneous. 
"
944,"alpha-iso-cubebene, a natural compound isolated from schisandra chinensis fruit, has therapeutic benefit against polymicrobial sepsis. alpha-iso-cubebene, a natural compound isolated from schisandra chinensis fruit, strongly enhanced survival rate in cecal ligation and puncture (clp) challenge-induced sepsis. the mechanism involved the marked reduction of viable bacteria in the peritoneal fluid, by virtue of increased phagocytic activity and production of hydrogen peroxide. alpha-iso-cubebene also significantly attenuated lung inflammation and widespread immune cell apoptosis in a mouse clp sepsis model, and inhibited the production of proinflammatory cytokines including tumor necrosis factor-alpha, interleukin (il)-1 beta, and il-6 in clp mice and lipopolysaccharide-stimulated splenocytes. the results indicate that alpha-iso-cubebene can reverse the progression of toxic shock by triggering multiple protective downstream signaling pathways to enhance microbial killing and maintain organ function and leukocyte survival. (c) 2012 elsevier inc. all rights reserved. 
"
945,"sufficiency range for cotton cropped in brazil midwest: ii. micronutrients. for to establish the micronutrients sufficiency range for the cotton, was used the method of mathematical chance for nutritional monitory data of three cotton growth locations in the midwest of the brazil, evaluating 152 areas. the method of mathematical chance was adequate for to establish cotton micronutrients references values, can be to help parameters were the conventional research cannot to prove in the short time. the micronutrients sufficiency range for productivity of 4000kg ha(-1) were, in the mg kg(-1), 41-89; 4-14; 90-230; 23-100; 25-50, and for 4500kg ha(-1) was 53-83; 4-12; 110-440; 40-60 e 25-50 for b, cu, fe, mn and zn, respectively. the sufficiency ranges indicated was similar to the existing official recommendations, however, is indicated the approach for to supply the specifics of the systems. the limitations of the method can be minimized with the expansion of the nutritional monitoring system in the cotton crops. 
"
946,"blue shark prionace glauca fin-to-carcass-mass ratios in spain and implications for finning ban enforcement. this study examines the processing of fins from blue sharks prionace glauca caught by the spanish longline fleet and landed in vigo, spain, and implications of these practices for enforcing the e.u. ban on shark finning, which relies on a maximum fin-to-carcass-mass ratio. two major sources of variability in fin-to-carcass ratios are quantified and discussed: (1) the fin set (type and number of fins retained from each shark) and (2) the cutting method used to separate fins from carcasses. the significant differences in fin-to-carcass-mass ratios between fin sets or cutting procedure demonstrates that the ratio limit is problematic and, conclusively, in order to facilitate proper enforcement, fishermen should be required to land all sharks with the fins still naturally attached to the bodies. (c) 2012 the authors journal of fish biology (c) 2012 the fisheries society of the british isles 
"
947,"probabilistic modeling of chloride-induced corrosion in concrete structures using first- and second-order reliability methods. concrete structures are subjected to chloride-induced corrosion that can lead to shortened service life. reliable predictions of life cycle performance of concrete structures are critical to the optimization of their life cycle design and maintenance to minimize their life cycle costs. this paper presents two simplified semi-analytical probabilistic models based on the first- and second-order reliability methods to model the uncertainty of the key parameters including surface chloride concentration, chloride threshold, cover depth and diffusion coefficient, which govern the chloride ingress into concrete and corrosion of reinforcing steel. a case study of a reinforced concrete highway bridge deck is used to illustrate the capability and efficiency of these simplified probabilistic models in modeling the uncertainty and predicting the time-dependent probability of corrosion. the models enable to quantify the impact of the different governing parameters on probability of corrosion and service life, which can be used to develop cost-effective management strategies. crown copyright (c) 2012 published by elsevier ltd. all rights reserved. 
"
950,"hiv and dyadic intervention: an interdependence and communal coping analysis. background: the most common form of hiv transmission in sub-saharan africa is heterosexual sex between two partners. while most hiv prevention interventions are aimed at the individual, there is mounting evidence of the feasibility, acceptability, and efficacy of dyadic interventions. however, the mechanisms through which dyadic-level interventions achieve success remain little explored. we address this gap by using lewis et al's interdependence model of couple communal coping and behaviour change to analyse data from partners participating in an hiv prevention trial in uganda and zambia. 
 methods and findings: we conducted a comparative qualitative study using in-depth interviews. thirty-three interviews were conducted in total; ten with couples and twenty-three with staff members at the two sites. the ugandan site recruited a sero-discordant couple cohort and the zambian site recruited women alone. spouses' transformation of motivation is strong where couples are recruited and both partners stand to gain considerably by participating in the research; it is weaker where this is not the case. as such, coping mechanisms differ in the two sites; among sero-discordant couples in uganda, communal coping is evidenced through joint consent to participate, regular couple counselling and workshops, sharing of hiv test results, and strong spousal support for adherence and retention. by contrast, coping at the zambian site is predominantly left to the individual woman and occurs against a backdrop of mutual mistrust and male disenfranchisement. we discuss these findings in light of practical and ethical considerations of recruiting couples to hiv research. 
 conclusions: we argue for the need to consider the broader context within which behaviour change occurs and propose that future dyadic research be situated within the framework of the 'risk environment'. 
"
951,"molecular interaction of aspartic acid in aqueous metal chloride solution - volumetric, viscometric, acoustical and optical studies. measurements of density, viscosity, ultrasonic velocity and refractive index of l-aspartic acid (0.01-0.09 mol.l-1) in 0.1 m, 0.05 m and 0.025 m aqueous zinc chloride and copper chloride solutions have been carried out at 308.15 k to evaluate some important parameters, viz. isentropic compressibility, relative association, free path length, apparent molar volume, apparent molar isentropic compressibility and molar refraction. these values are used to explain molecular association, solute-solvent interaction through hydrogen bonding and solvation. viscosity data have been analyzed in the light of jones-dole equation and the constants a and b are estimated. the results have been interpreted in the light of various interactions occurring between components of the mixtures under applied experimental conditions. the aspartic acid has been found to be structure maker in aqueous zinc chloride and copper chloride solutions from molar volume and as well as viscosity data. 
"
952,"reliable iris localization using integral projection function an 2d-shape properties. iris recognition technology recognizes a human based on his/her iris pattern. however, the accuracy of the iris recognition technology depends on accurate iris localization. localizing a pupil region in the presence of other low-intensity regions, such as hairs, eyebrows, and eyelashes, is a challenging task. this study proposes an iris localization technique that includes a localizing pupillary boundary in a sub-image by using an integral projection function and two-dimensional shape properties (e.g., area, geometry, and circularity). the limbic boundary is localized using gradients and an error distance transform, and the boundary is regularized with active contours. experimental results obtained from public databases show the superiority of the proposed technique over contemporary methods. 
"
954,"synthesis and characterization of zinc(ii) oxide nanoparticles by thermal decomposition of two zinc(ii) nitrite coordination polymer precursors. two zinc(ii) coordination polymers, {[zn(3-bpdb)(no2)]center dot 0.5h(2)o} (n) (1) and [zn(4-bpdb)(no2)(2)] (n) (2), 3-bpdb = 1,4-bis(3-pyridyl)-2,3-diaza-1,3-butadiene and 4-bpdb = 1,4-bis(4-pyridyl)-2,3-diaza-1,3-butadiene}, have been synthesized and characterized by elemental analyses and ir spectroscopy. nanoparticles of zinc(ii) oxide have been prepared by thermolyses of two different zinc(ii) coordination polymers, 1-2. the nano-materials were characterized by scanning electron microscopy, x-ray powder diffraction and ir spectroscopy. the thermal stability of zno nano-particles was studied by thermal gravimetric and differential thermal analysis and showed that there is no loss of weight, which indicates that the products were zinc(ii) oxide. this study demonstrates the coordination polymers may be suitable precursors for the preparation of nanoscale materials. 
"
955,"geochemistry of hot springs in the tengchong hydrothermal areas, southwestern china. as an important volcanic geothermal region in china. tengchong belongs to the mediterranean-himalayas geothermal belt and is characterized by wide distribution of volcanic rocks. fifty-eight hydrothermal areas have been identified in tengchong, among which the rehai hydrothermal system is the most geothermally active. the geothermal waters from rehai are mainly na-hco3-cl and na-hco3 types, whereas those from the other hydrothermal areas are mainly na-hco3, na-ca-hco3, ca-hco3, ca-mg-hco3, mg-na-ca-hco3, and mg-ca-hco3 types. both quartz geothermometer and k-mg geothermometer indicate that the rehai geothermal field has higher subsurface temperatures than the other hydrothermal areas. except for three rehai samples, most geothermal water samples collected from tengchong are far from the full equilibrium line in giggenbach's triangular diagram, suggesting that the complete chemical re-equilibrium has not been achieved as these geothermal waters flow upward from reservoirs towards spring vents and possibly mix with cooler waters. statistical analysis shows that cl, b, li, rb, and cs are the characteristic constituents of the tengchong geothermal waters, and the good linear relations among these elements in the rehai geothermal waters reflect the existence of a deep parent geothermal liquid (pgl) below rehai. an enthalpy-chloride diagram of the rehai geothermal waters suggests that the parent geothermal liquid has cl-concentration of 291 mg/l and enthalpy of 1495 j/g. the pgl ascends to the surface through different channels and may cool by conduction of heat to reservoir host rocks, by boiling, or by mixing with cooler shallow groundwaters. (c) 2011 elsevier b.v. all rights reserved. 
"
957,"a new adaptive fast cellular automaton neighborhood detection and rule identification algorithm. an important step in the identification of cellular automata (ca) is to detect the correct neighborhood before parameter estimation. many authors have suggested procedures based on the removal of redundant neighbors from a very large initial neighborhood one by one to find the real model, but this often induces ill conditioning and overfitting. this is true particularly for a large initial neighborhood where there are few significant terms, and this will be demonstrated by an example in this paper. by introducing a new criteria and three new techniques, this paper proposes a new adaptive fast ca orthogonal-least-square (adaptive-fca-ols) algorithm, which cannot only adaptively search for the correct neighborhood without any preset tolerance but can also considerably reduce the computational complexity and memory usage. several numerical examples demonstrate that the adaptive-fca-ols algorithm has better robustness to noise and to the size of the initial neighborhood than other recently developed neighborhood detection methods in the identification of binary ca. 
"
959,"one if by land, two if by sea: signalling to the ranks with csp and xip. in many streptococci, quorum sensing utilizes secreted, linear peptides that engage cognate receptors to coordinate gene expression among members of a local population. streptococcus mutans employs the secreted peptides csp and xip to stimulate production of antimicrobial bacteriocins and to induce development of competence for genetic transformation. recent progress in the field reveals that these pathways not only monitor the presence of signal emitters but also sense environmental factors. both kinds of information are integrated by regulatory networks that then generate multiple outcomes, even among parallel cells growing in identical conditions. in this issue of molecular microbiology, son and co-workers investigate how two medium types shape cellular responses to csp and xip pheromones in individuals across a population. their findings characterize restrictive properties of media differing in peptidic fragment content and reveal unusual signalling properties that contribute to bimodal responses of gene expression. 
"
962,"self-assembly of an octanuclear platinum(ii) tetragonal prism from a new pt-4(ii) organometallic star-shaped acceptor and its nitroaromatic sensing study. [2 + 4] self-assembly of a pyrene-functionalized pt-8(ii) tetragonal prism (2) is achieved using a newly designed star-shaped organometallic acceptor (1) in combination with an amide-based clip donor (l). the propensity of this prism (2) as a selective sensor for nitroaromatics (2,4-dinitrotoluene, 1,3,5-trinitrotoluene, and picric acid), which are the chemical constituents of many commercial explosives, has been examined. 
"
964,"modulation of chromatin access during adipocyte differentiation. cellular development requires reprogramming of the genome to modulate the gene program of the undifferentiated cell and allow expression of the gene program unique to differentiated cells. a number of key transcription factors involved in this reprogramming of preadipocytes to adipocytes have been identified; however, it is not until recently that we have begun to understand how these factors act at a genome-wide scale. in a recent publication we have mapped the genome-wide changes in chromatin structure during differentiation of 3t3-l1 preadipocytes and shown that a major reorganization of the chromatin landscape occurs within few hours following the addition of the adipogenic cocktail. in addition, we have mapped the genome-wide profiles of several of the early adipogenic transcription factors and shown that they act in a highly cooperative manner to drive this dramatic remodeling process. 
"
965,"actin polymerization controls the organization of wash domains at the surface of endosomes. sorting of cargoes in endosomes occurs through their selective enrichment into sorting platforms, where transport intermediates are generated. the wash complex, which directly binds to lipids, activates the arp2/3 complex and hence actin polymerization onto such sorting platforms. here, we analyzed the role of actin polymerization in the physiology of endosomal domains containing wash using quantitative image analysis. actin depolymerization is known to enlarge endosomes. using a novel colocalization method that is insensitive to the heterogeneity of size and shape of endosomes, we further show that preventing the generation of branched actin networks induces endosomal accumulation of the wash complex. moreover, we found that actin depolymerization induces a dramatic decrease in the recovery of endosomal wash after photobleaching. this result suggests a built-in turnover, where the actin network, i.e. the product of the wash complex, contributes to the dynamic exchange of the wash complex by promoting its detachment from endosomes. our experiments also provide evidence for a role of actin polymerization in the lateral compartmentalization of endosomes: several wash domains exist at the surface of enlarged endosomes, however, the wash domains coalesce upon actin depolymerization or arp2/3 depletion. branched actin networks are thus involved in the regulation of the size of wash domains. the potential role of this regulation in membrane scission are discussed. 
"
969,"ionizing radiation enhances esophageal epithelial cell migration and invasion through a paracrine mechanism involving stromal-derived hepatocyte growth factor. esophageal cancer is the sixth leading cause of cancer death worldwide and the seventh leading cause of cancer death in the u.s. male population. ionizing radiation exposure is a risk factor for development of esophageal squamous cell carcinoma, a histological subtype of esophageal cancer that is highly aggressive and is associated with poor patient prognosis. this study investigated the effects of ionizing radiation on the microenvironment and intercellular communication as it relates to esophageal carcinogenesis. we demonstrate that normal esophageal epithelial cells exhibited increased migration and invasion when cultured in the presence of irradiated stromal fibroblasts or with conditioned medium derived from irradiated stromal fibroblasts. cytokine antibody arrays and elisas were used to identify hepatocyte growth factor (hgf) as an abundant protein that is secreted by esophageal fibroblasts at twofold increased levels in culture medium after gamma irradiation. reverse transcription qpcr analysis confirmed an approximately 50% increase in mrna levels for hgf at 1 h in irradiated fibroblasts compared to unirradiated controls. recombinant hgf stimulated increased wound healing, migration and invasion of esophageal epithelial cells, while blocking antibodies against hgf significantly decreased migration and invasion of epithelial cells in coculture with irradiated fibroblasts. since hgf is known to direct cell migration, invasion and metastasis in a variety of tissues, including the esophagus, its modulation by ionizing radiation may have important implications for nontargeted pathways that influence radiation carcinogenesis in the esophagus. (c) 2012 by radiation research society 
"
970,"hla class i-mediated control of hiv-1 in the japanese population, in which the protective hla-b(star)57 and hla-b(star)27 alleles are absent. we investigated the effect of hla class i alleles on clinical parameters for hiv-1 disease progression in the japanese population, where two strongly protective alleles, hla-b(star)57 and hla-b(star)27, are virtually nonexistent. hla-b alleles showed a dominant role, primarily through hla-b(star)67:01 and the hla-b(star)52:01-c(star)12:02 haplotype. neither a rare-allele nor a heterozygote advantage was found, suggesting that the effect of hla alleles in the japanese population is either different from those observed in africans and caucasians or undetectable due to limited power. 
"
